1:1	Lii mooy cosaanu Yeesu Kirist, sëtu Daawuda, sëtu Ibraayma.
19:5	te mu ne: “Moo tax góor dina beru ndeyam ak baayam, di taq ci jabaram, ñoom ñaar doon benn.”
19:6	Kon nag nekkatuñu ñaar waaye benn. Lu Yàlla takk nag, bu ko nit tas.»
19:7	Bi Yeesu waxee loolu, Farisen ya laaj ko ne: «Waaye Musaa santaane na, nit jox jabaram kayitu pase, tàggook moom. Lu tax mu wax loolu nag?»
19:8	Yeesu tontu leen: «Musaa may na leen, ngeen fase seen jabar, ndax seen xol dafa dëgër, waaye ca njàlbéen ga demewul woon noonu.
19:9	Te it maa ngi leen koy wax, koo xam ne kii fase nga sa jabar te du njaaloo tax, boo séyaatee ak keneen, njaaloo nga.»
19:10	Bi ko taalibe ya déggee, ñu ne ko: «Bu dee noonu la digganteb góor ak jigéen mel, bañ a séy moo gën.»
19:11	Yeesu tontu leen: «Du ñépp ñoo man a nangu loolu, waaye ñi ko Yàlla jagleel rekk.
19:12	Ndaxte am na ñu judduwaale tële, am na ñu tële ci loxoy nit, te am na ñu bañ a séy ngir nguuru Yàlla Aji Kawe ji. Ku ko man a nangu, nangu ko.»
19:13	Gannaaw loolu amoon na ay nit ñuy indil Yeesu ay xale, ngir mu teg leen ay loxoom, ñaanal leen. Waaye taalibe ya gëdd leen.
19:14	Bi Yeesu gisee loolu, mu ne leen: «Bàyyileen xale yi, te buleen leen tere, ñu ñëw fi man. Ndaxte ñu mel ni ñoom, ñoo yelloo nguuru Yàlla Aji Kawe ji.»
19:15	Noonu Yeesu teg leen ay loxoom, ba noppi jóge fa.
19:16	Bi muy dem nag, nit daldi ñëw ci moom ne ko: «Kilifa gi, lan laa war a def ci lu baax, ngir man a am dund gu dul jeex?»
19:17	Yeesu tontu ko: «Lu tax nga laaj ma ci wàllu lu baax? Kenn kepp moo baax. Boo bëggee dugg ca dund googu ci kaw, nanga sàmm ndigal yi.»
19:18	Waxambaane wa laaj ko: «Yan la?» Yeesu ne ko: «Yii: bul bóom, bul njaaloo, bul sàcc, bul seede lu dul dëgg,
19:19	teralal sa ndey ak sa baay, te it: nanga bëgg sa moroom, ni nga bëgge sa bopp.»
19:20	Waxambaane wa ne ko: «Sàmm naa yooyu yépp, lu ma deseeti?»
19:21	Noonu Yeesu ne ko: «Boo bëggee mat sëkk, demal jaay li nga am, jox ko miskin yi te dinga woomle ca asamaan. Boo noppee, ñëwal topp ci man.»
19:22	Waaye bi waxambaane wa déggee loolu, mu jóge fa ak tiis, ndaxte ku bare woon alal la.
19:23	Noonu Yeesu wax taalibeem ya ne leen: «Ci dëgg maa ngi leen koy wax, boroom alal dugg ci nguuru Yàlla Aji Kawe ji, lu jafee ngoogu!
19:24	Ma waxaat leen ko: giléem jaar ci bën-bënu pusa, moo gën a yomb boroom alal dugg ci nguuru Yàlla Aji Kawe ji.»
19:25	Bi nga xamee ne taalibe ya dégg nañu loolu, ñu daldi waaru lool ne ko: «Kan moo man a mucc nag?»
19:26	Noonu Yeesu xool leen ne: «Loolu të na nit, waaye dara tëwul Yàlla.»
19:27	Bi ko Piyeer déggee, mu daldi ne: «Waaw nun nag, dëddu nanu lépp, topp la; kon nu nuy mujje nun?»
19:28	Yeesu ne leen: «Ci dëgg maa ngi leen koy wax, bés baa ngi ñëw bu Yàllay yeesalaat lépp, te Doomu nit ki toog ci jalam, bi soloo ndam. Bés boobu nag, yéen ñi ma topp dingeen toog ci fukki jal ak ñaar, di àtte fukki giir ak ñaar yu bànni Israyil.
19:29	Koo xam ne kii dëddu nga ngir sama tur ay kër, ay doomi ndey yu góor walla yu jigéen, ndey walla baay, ay doom walla ay tool, dinga ko jotaat téeméeri yoon, ba noppi am dund gu dul jeex.
19:30	Waaye ñu bare ci ñi jiitu, ñooy mujji; ñi mujj, ñooy jiituji.
20:1	«Noonu nguuru Yàlla Aji Kawe ji dafa mel ni boroom kër bu génn ci suba teel, ngir jël ay liggéeykat ndax toolu réseñam.
20:2	Mu juboo ak liggéeykat ya ci bëccëg posetu denariyon, door leen a yebal ca toolam.
20:3	Ci yoor-yoor mu génn, gis ñeneen ñu toog ca pénc ma te liggéeyuñu.
20:4	Mu ne leen: “Demleen yéen itam ca tool ba, te dinaa leen fey lu jaadu.”
20:5	Ñu dem ca. Mu génnaat ci digg-bëccëg ak ci tisbaar, defaat noonu.
20:6	Mu génnati ci tàkkusaan, gis ñeneen di tendeefal. Mu ne leen: “Lu tax ngeen yendoo tendeefal, te liggéeyiwuleen?”
20:7	Ñu tontu ko: “Kenn jëlu nu.” Mu ne leen: “Demleen yéen itam ca tool ba.”
20:8	«Bi nga xamee ne timis jot na, boroom tool ba ne jawriñ ja: “Woowal liggéeykat yi te fey leen seen bëccëg, tàmbali ci ñi mujj a ñëw, ba ci ñi fi jëkk.”
20:9	Noonu ñi mu jël ci tàkkusaan ñëw, ku nekk jot posetu denariyon.
20:10	Gannaaw ga nag ñi mu jëkk a jël ñëw, yaakaar ne dinañu jot lu ëpp loolu, waaye ñoom itam ñu jot ku nekk benn denariyon.
20:11	Bi ñu ko jotee nag, ñu tàmbalee ñaxtu ca boroom kër ga,
20:12	naan: “Ñi mujj a ñëw, benn waxtu rekk lañu liggéey, ba noppi nga yemale leen ak nun, ñi yenu coonob bëccëg bi ak naaj wu metti wi.”
20:13	Waaye boroom kër ga tontu kenn ci ñoom ne ko: “Sama waay tooñuma la. Ndax juboowunu woon ci benn denariyon?
20:14	Kon fabal li nga moom te dem. Su ma bëggee fey ku mujj a ñëw, li ma la fey yaw,
20:15	ndax sañumaa def ak sama alal li ma neex? Walla ndax danga am kiñaan ci li ma yéwén?”
20:16	Noonu ñi mujj ñooy jiituji, ñi jiitu ñooy mujj.»
20:17	Gannaaw loolu Yeesu di dem Yerusalem, ànd ak fukki taalibe yi ak ñaar. Noonu mu wéetoo ak ñoom, di leen xamal ci yoon wi lii:
20:18	«Nu ngi jëm Yerusalem, te dees na jébbal Doomu nit ki saraxalekat yu mag ya ak xutbakat ya. Dinañu ko àtte, teg ko dee,
20:19	jébbal ko ñi dul Yawut, ngir ñu di ko ñaawal te di ko dóor ay yar, ba noppi daaj ko ci bant. Waaye ca ñetteelu fan ba dina dekki.»
20:20	Ci kaw loolu doomi Sebede ya ànd ak seen ndey, ñëw ci Yeesu. Ndey ja sukk, di ko ñaansi lenn.
20:21	Yeesu ne ko: «Loo bëggoon?» Mu tontu ko ne: «Damaa bëggoon nga santaane ne, boo nekkee ci sa nguur, sama ñaari doom ñii toog ak yaw, kenn ci sa ndeyjoor, ki ci des ci sa càmmooñ.»
20:22	Yeesu ne ko: «Xamuleen li ngeen di ñaan. Ndax man ngeen a naan kaasu naqar, bi may naan?» Ñu tontu ko: «Man nañu ko.»
20:23	Yeesu ne leen: «Ci dëgg dingeen naan sama kaas, waaye toog ci sama ndeyjoor mbaa sama càmmooñ, du man maa koy maye, waaye sama Baay moo koy may ñi mu ko waajal.»
20:24	Bi nga xamee ne fukki taalibe ya dégg nañu loolu, ñu mere ñaari doomi ndey ya.
20:25	Waaye Yeesu woo leen ne leen: «Xam ngeen ne ci xeeti àddina, njiit yi dañu leen di dóor yetu nguur, te kilifa yi dañu leen di noot.
20:26	Buleen mel ni ñooñu. Waaye ku bëgg a nekk kilifa ci yéen, na nekk seen surga,
20:27	te ku bëgg a nekk njiit, na nekk seen jaam.
20:28	Ndaxte noonu la Doomu nit ki ñëwe, du ngir ñu nekk ay surgaam, waaye muy seen surga, ba joxe bakkanam ngir njotug ñu bare.»
20:29	Gannaaw loolu Yeesu génn Yeriko, te mbooloo mu bare topp ko.
20:30	Fekk ñaari gumba toog ci wetu yoon wa. Bi gumba ya déggee ne, Yeesu di jaar, ñu daldi yuuxu ne ko: «Sang bi, yaw Sëtu Daawuda bi, yërëm nu!»
20:31	Waaye nit ña gëdd leen, ngir ñu noppi. Teewul gumba ya gën a yuuxu naan: «Sang bi, yaw Sëtu Daawuda bi, yërëm nu!»
20:32	Noonu Yeesu daldi taxaw, woo leen ne: «Lu ngeen bëgg, ma defal leen ko?»
20:33	Ñu tontu ko: «Sang bi, na sunuy bët ubbiku.»
20:34	Noonu Yeesu yërëm leen, laal seeni bët, ñu daldi gis ca saa sa, topp ci moom.
21:1	Gannaaw loolu Yeesu ak taalibe ya jege woon nañu Yerusalem, ba agsi dëkku Betfase ci wetu tundu Oliw ya. Noonu Yeesu yebal ñaari taalibe,
21:2	ne leen: «Demleen ci dëkk bi ci seen kanam. Bu ngeen eggee, dingeen gis mbaam mu ñu yeew ak cumburam; yiwileen leen, indil ma leen.
21:3	Te bu leen kenn waxee dara, ngeen ne ko: “Boroom bi da leen a soxla.” Kon ca saa sa dina leen bàyyi, ñu dem.»
21:4	Yeesu def na noonu, ngir la ñu waxoon jaarale ko cib yonent am, bi mu naan:
21:5	«Waxal waa Siyon:“Seen buur a ngi ñëw ci yéen;ku lewet la, te war mbaam-sëf,dig cumbur, doomu mbaam.”»
21:6	Noonu taalibe ya dem, def loolu leen Yeesu sant.
21:7	Ñu indi mbaam ma, moom ak cumbur ga, lal ci seeni yére, Yeesu toog ca.
21:8	Ña ëpp ca mbooloo ma lal seeni yére ca yoon wa, ñenn ña dagg ay cari garab, lal leen it ca yoon wa.
21:9	Mbooloom ña ko jiitu ak ña ko topp ñépp di wax ca kaw naan:«Osaana, yaw Sëtu Daawuda bi!Yaw miy ñëw ci turu Boroom bi,ku barkeel nga!Ca bérab yu gën a kawe,nañu ne: “Osaana!”»
21:10	Bi nga xamee ne Yeesu dugg na Yerusalem, dëkk ba bépp yengatu ne: «Kii moo di kan?»
21:11	Mbooloo ma tontu leen ne: «Kii moo di yonentu Yàlla Yeesu, bi jóge Nasaret ci Galile.»
21:12	Bi loolu amee Yeesu dugg ca kër Yàlla ga, dàq ñépp ña fay jaay ak ña fay jënd. Mu daaneel taabali weccikatu xaalis ya ak tooguy jaaykati pitax ya,
21:13	naan: «Mbind mi nee na: “Sama kër dinañu ko wooye këru ñaan ci Yàlla,” waaye yéen def ngeen ko këru sàcc.»
21:14	Noonu ay gumba ak ay lafañ ñëw ci moom ca kër Yàlla ga, mu faj leen.
21:15	Bi nga xamee ne saraxalekat yu mag ya ak xutbakat ya gis nañu yëf yu doy waar ya mu def, te dégg xale yu ndaw ya nekk ca kër Yàlla ga, di wax ci kaw naan: «Osaana, yaw Sëtu Daawuda bi!» ñu daldi mer.
21:16	Noonu ñu ne Yeesu: «Ndax dégg nga li ñuy wax?» Yeesu tontu leen ne: «Waaw dégg naa ko. Ndax musuleen a jàng lii ci Mbind mi: “Ci gémmiñu perantal ak ñiy nàmp sàkkal nga sa bopp ay cant”?»
21:17	Bi Yeesu waxee loolu, mu bàyyi leen, génn dëkk ba, jëm Betani, fanaan fa.
21:18	Ci suba teel Yeesu dellusi ca dëkk ba, mu xiif.
21:19	Noonu mu séen garabu figg ca yoon wa, waaye bi mu fa agsee, gisu ci dara lu dul ay xob rekk. Ci kaw loolu Yeesu ne ko: «Dootuloo meññ mukk.» Ca saa sa figg ga daldi wow.
21:20	Bi nga xamee ne taalibe ya gis nañu loolu, ñu waaru naan: «Nan la figg gi daldi wowe ci taxawaay bi?»
21:21	Noonu Yeesu tontu leen ne: «Ci dëgg maa ngi leen koy wax, su ngeen gëmee te bañ a werante, dingeen def li ma def figg gi, rax-ca-dolli bu ngeen nee tund wale: “Jógal tàbbi ca géej ga,” dina ko def.
21:22	Te lépp lu ngeen laaj cig ñaan, bu ngeen ci boolee ngëm, dingeen ci jot.»
21:23	Gannaaw loolu Yeesu dugg ca kër Yàlla ga, di fa jàngale. Bi muy jàngale nag saraxalekat yu mag ya ak njiiti xeet wa ñëw ci moom ne ko: «Yëf yii ngay def, ci ban sañ-sañ nga koy defe? Ku la may boobu sañ-sañ?»
21:24	Yeesu tontu leen ne: «Man itam dinaa leen laaj lenn; bu ngeen ma ko waxee, kon dinaa leen wax ci ban sañ-sañ laay defe yëf yii.
21:25	La Yaxya daan def, di sóob nit ñi ci ndox, fu mu ko jële, ci Yàlla walla ci nit ñi?» Ci kaw loolu ñu daldi werante ci seen biir naan: «Bu nu nee: “Ci Yàlla,” dina nu laaj: “Lu tax gëmuleen ko kon?”
21:26	Te bu nu nee: “Ci nit ñi,” kon mbooloo mi dal ci sunu kaw, ndaxte ñépp teg nañu Yaxya ab yonent.»
21:27	Ñu tontu Yeesu nag: «Loolu xamunu ko.» Noonu Yeesu ne leen: «Kon man itam duma leen wax ci ban sañ-sañ laay defe yëf yii.
21:28	«Lu di seen xalaat ci lii? Kenn nit amoon na ñaari doom. Am bés mu ñëw ca taaw ba ne ko: “Sama doom, demal tey liggéeyi ca sama toolu réseñ.”
21:29	Taaw ba tontu ko ne: “Maa ngi dem baay,” waaye demu ca.
21:30	Gannaaw gi, baay ba ñëw ca ñaareel ba, wax ko noonu. Mu tontu ko ne: “Bëgguma caa dem,” waaye gannaaw loolu xelam soppiku, mu dem ca.»
21:31	Noonu Yeesu laaj leen: «Kan ci ñaari doom yooyu moo def coobareg baayam?» Ñu ne: «Ñaareel bi.» Kon Yeesu ne leen: «Ci dëgg maa ngi leen koy wax, juutikat yi ak jigéeni moykat yi ñoo leen jëkk a dugg ci nguuru Yàlla Aji Kawe ji.
21:32	Ndaxte Yaxya ñëw na ci yéen ci yoonu njub, te gëmuleen ko; waaye juutikat yi ak jigéeni moykat yi gëm nañu ko. Te gannaaw bi ngeen gisee loolu, seen xel soppikuwul sax, ba ngeen gëm ko.»
21:33	Yeesu teg ca ne: «Dégluleen beneen léeb. Amoon na fi benn boroom kër bu jëmbët toolu réseñ. Mu ñag tool bi, gas ci biir pax, ngir nal ci réseñ yi. Mu tabax wottukaay, batale ko ay beykat, daldi tukki.
21:34	«Bi nga xamee ne bëgg nañoo witt réseñ yi, mu yónni ay surgaam ci beykat yi, ngir jot wàllam ci meññeef mi.
21:35	Waaye beykat yi jàpp surga yi, kenn ki ñu dóor ko ay yar, keneen ki ñu rey ko, ki ci des ñu sànni ko ay doj.
21:36	Boroom kër gi nag yónniwaat yeneen surga yu ëpp yu jëkk ya, beykat yi def leen noonu ñoom itam.
21:37	Mujj mu yónni doomam naan: “Xëy na ñu weg sama doom.”
21:38	Waaye bi beykat yi gisee doom ji, ñu ne ci seen bopp: “Kii moo war a donn tool bi; nan ko rey, moom ndonoom.”
21:39	Ñu jàpp ko nag, génne ko tool bi, rey ko.»
21:40	Noonu Yeesu laaj leen: «Bu boroom tool bi ñëwee nag, na muy def beykat yi?»
21:41	Ñu ne ko: «Dina rey reyin wu ñaaw nit ñu soxor ñooñu, batale tool bi yeneen beykat, yi koy jox wàllam ci jamonoy meññeef.»
21:42	Kon Yeesu ne leen: «Xanaa musuleen a jàng lii ci Mbind yi?“Doj wi tabaxkat yi sànni;mujj na di doju koñ;ci Boroom bi la loolu jóge,te yéemu nanu ci.”
21:43	«Loolu moo tax maa ngi leen koy wax, dinañu leen xañ nguuru Yàlla, dénk ko xeet wuy def ay jëfam.
21:44	Ku dal ci doj wii, dammtoo; ku mu dal ci sa kaw, rajaxe la.»
21:45	Bi nga xamee ne saraxalekat yu mag ya ak Farisen ya dégg nañu léebam yooyu, ñu xam ne ñoom lay wax.
21:46	Noonu ñu di ko fexee jàpp, waaye ragal nañu nit ña, ndaxte ñépp teg nañu ko ab yonent.
22:1	Gannaaw loolu Yeesu nettali leen beneen léeb ne leen:
22:2	«Nguuru Yàlla Aji Kawe ji dafa mel ni buur buy waajal céetu doomam ju góor.
22:3	Noonu mu yónni ay surgaam, ngir ñu woo gan yi ca céet ga, waaye gan yi bëgguñoo ñëw.
22:4	Kon mu yónneeti yeneen surga ne leen: “Bu ngeen demee, yégal-leen gan yi sama woote bii: ‘Reer yi noppi na, reylu naa samay nag ak samay jur gu duuf; lépp sotti na, ñëwleen ci reer yi.’ ”
22:5	Waaye ba tey wuyuwuñu ko; ñu dem, kenn ki ca toolam, kenn ki jaayaani,
22:6	ña ca des jàpp surga ya, toroxal leen, rey leen.
22:7	«Noonu buur mer, daldi yónni ay xarekatam, ngir ñu rey bóomkat yooyule, lakk seen dëkk.
22:8	Ci kaw loolu mu ne surga ya: “Reeri céet gi noppi na, waaye ñi ñu woo yeyoowuñu ko.
22:9	Demleen nag buntu dëkk ba, woo ku ngeen fa gis ci reeri céet gi.”
22:10	Noonu surga ya génn ca yoon ya, boole ña ñu fa gis ñépp, ñu bon ña ak ñu baax ña, ba néegu reer ya fees ak ay gan.
22:11	«Bi nga xamee ne buur bi dugg na nag, ngir seetsi gan yi, mu gis fa nit ku solul mbubb mu ñu war a sol ca céet ga.
22:12	Buur ne ko: “Sama waay, naka nga dugge fii, te amuloo mbubbum céet?” Waa ji ne miig.
22:13	Noonu buur ba ne ay surgaam: “Yeewleen ko ci tànk yi ak ci loxo yi, sànni ko ci biti ci lëndëm gi. Foofa dees na fa jooy tey yéyu.”
22:14	Ndaxte ñi ñu woo bare nañu, waaye ñi ñu tànn barewul.»
22:15	Booba Farisen ya dem gise, ba xam lu ñu war a def, ngir fiir Yeesu ci waxam.
22:16	Noonu ñu yónni ci moom seeni taalibe ak ñi far ak buur bi Erodd ne ko: «Kilifa gi, xam nanu ne ku wóor nga, te ragaloo kenn, ndaxte seetuloo jëmmi nit, waaye dangay xamle yoonu Yàlla ci bu wóor.
22:17	Wax nu nag loo xam ci lii: ndax jaadu na, nu fey buur bi Sesaar galag walla déet?»
22:18	Waaye Yeesu xam seen njublaŋ, mu ne leen nag: «Lu tax ngeen bëgg maa fiir, yéen naaféq yi?
22:19	Wonleen ma poset, bi ñuy feye galag.» Ñu daldi ko jox nag benn posetu denariyon.
22:20	Yeesu ne leen: «Kan lañu ci def nataalam ak turam?»
22:21	Ñu tontu ko: «Sesaar.» Noonu mu ne leen: «Joxleen nag Sesaar li Sesaar moom, te jox Yàlla li Yàlla moom.»
22:22	Bi nga xamee ne dégg nañu loolu, ñu waaru, bàyyi ko, daldi dem.
22:23	Bés boobale ay Sadusen ñëw ci moom. Sadusen yi nag ñoom gëmuñu ne ndekkite am na. Noonu ñu laaj ko naan:
22:24	«Kilifa gi, Musaa nee woon na: “Boo xamee ne góor dee na te amul doom, na rakkam donn jabaram, ngir sàkkal magam njaboot.”
22:25	Amoon na ci nun nag juróom-ñaari góor, ñu bokk ndey ak baay. Taaw ba séyoon na, faatu; rakk ja donn jabar ja, ndaxte amul woon doom.
22:26	Ñaareel ba ak ñetteel ba def noonu, ba ci juróom-ñaareel ba.
22:27	Gannaaw ñoom ñépp, jigéen ja faatu.
22:28	Bu ndekkite taxawee nag, jabaru kan lay doon ci juróom-ñaar ñi, ndaxte ñépp jël nañu ko?»
22:29	Waaye Yeesu tontu leen ne: «Yéena ngi cig réer, ndaxte xamuleen Mbind mi mbaa kàttanu Yàlla.
22:30	Ndaxte keroog ndekkite li kenn du am jabar, kenn du am jëkkër, waaye dinañu mel ni malaaka yi ci kaw.
22:31	Te lu jëm ci ndekkitel ñi dee, xanaa musuleen a jàng la leen Yàlla waxoon ne:
22:32	“Maay Yàllay Ibraayma ak Yàllay Isaaxa ak Yàllay Yanqóoba”? Li ciy génn mooy, nekkul Yàllay ñi dee waaye Yàllay ñiy dund la.»
22:33	Bi nga xamee ne mbooloo ma dégg nañu loolu, ñu waaru ndax li mu jàngale.
22:34	Gannaaw gi, Farisen ya yég nañu ne, yey na Sadusen ya. Kon nag ñu daldi daje.
22:35	Noonu kenn ci ñoom, ka nekk xutbakat, fexe koo fiir. Mu laaj ko:
22:36	«Kilifa gi, ban ndigal moo gën a màgg ci yoonu Musaa?»
22:37	Yeesu tontu ko ne: « “Nanga bëgg Yàlla sa Boroom ak sa xol bépp ak sa bakkan bépp ak sa xel mépp.”
22:38	Loolu moo di li jëkk te ëpp ci li Yàlla santaane.
22:39	Te ñaareel bi noona la mel: “Nanga bëgg sa moroom, ni nga bëgge sa bopp.”
22:40	Ñaari ndigal yooyu tënk nañu yoonu Musaa wépp, moom ak waxi yonent yi.»
22:41	Bi Farisen ya dajee nag, Yeesu laaj leen:
22:42	«Lu ngeen xalaat ci Almasi bi; kan la nekk sëtam?» Ñu tontu ko: «Daawuda.»
22:43	Noonu Yeesu ne leen: «Lu tax nag Daawuda, bi muy wax ci kàttanu Xelu Yàlla mi, di ko wooye “Boroom bi” ne:
22:44	“Boroom bi wax na sama Boroom:‘Toogal ci sama ndeyjoor,ba kera may daaneelsay noon ci sa kanam’ ”
22:45	Gannaaw Daawuda nag wooye na ko: “Boroom bi,” nu muy nekke sëtam?»
22:46	Ci kaw loolu kenn mënu koo tontu genn kàddu. Te li dale ci bés booba kenn ñemeetu koo laaj dara.
23:1	Gannaaw loolu Yeesu waxoon na mbooloo ma ak taalibeem ya ne leen:
23:2	«Xutbakat ya ak Farisen ya ñu ngi toog ci jalu Musaa.
23:3	Lépp lu ñu leen wax nag, defleen ko te sàmm ko, waaye buleen roy seeni jëf, ndaxte dañuy wax waaye duñu ko jëfe.
23:4	Dañuy takk say yu diis, yen leen ci nit ñi, waaye duñu ko nangoo laal sax ak seen cati baaraam.
23:5	Dañuy def seeni jëf yépp, ngir nit ñi gis leen, di takk ay téere yu réy, tey réyal seeni laari mbubb.
23:6	Ca reeri xew yi, toogu yu yiw lañuy taamu, tey féete kanam ca jàngu ya.
23:7	Dañoo bëgg ñépp nuyoo leen ñaari loxo ca pénc ma, di leen wooye “Kilifa gi.”
23:8	Waaye yéen buñu leen wooye “Kilifa gi,” ndaxte kenn rekk moo di seen Kilifa, te yéen ñépp ay bokk ngeen.
23:9	Te buleen tudde kenn seen “baay” ci àddina, ndaxte kenn rekk moo di seen Baay, ki ci kaw.
23:10	Buñu leen tudde it ay “njiit,” ndaxte kenn rekk moo di seen Njiit, mooy Kirist.
23:11	Ki gën a mag ci yéen mooy ki nangoo nekk seen surga.
23:12	Kuy yékkatiku, dees na la suufeel; kuy suufeelu, ñu yékkati la.
23:13	«Yéen xutbakat yi ak Farisen yi, naaféq yi, dingeen torox! Ndaxte yéena ngi tëj nguuru Yàlla Aji Kawe ji ci kanamu nit ñi; yéen dungeen ci dugg, te dungeen bàyyi ku ci bëgg a dugg, mu dugg ci.
23:15	«Yéen xutbakat yi ak Farisen yi, naaféq yi, dingeen torox! Ndaxte yéena ngi wër géej ak suuf, ngir sàkku benn taalibe, ba noppi ngeen def ko nitu safara, ku leen yées ñaari yoon.
23:16	«Yéen njiit yu gumba yi, dingeen torox! Yéena ngi wax ne: “Ku giñe kër Yàlla gi, ngiñ li duggul, waaye ku giñ ci wurusu kër Yàlla gi, dugg na.”
23:17	Yéen ñi dof te gumba! Lan moo gën a màgg, wurus wi walla kër Yàlla, gi tax wurus wi sell?
23:18	Dangeen ne it: “Ku giñe saraxalukaay bi ci kër Yàlla gi, ngiñ li duggul, waaye ku giñ ci sarax si ci kawam, dugg na.”
23:19	Gumba yi! Lan moo gën a màgg, sarax si walla saraxalukaay bi tax sarax si sell?
23:20	Ku giñe saraxalukaay bi, giñ nga ci saraxalukaay bi ak li ci kawam lépp.
23:21	Ku giñe kër Yàlla gi, giñ nga ci kër Yàlla gi ak Ki ci dëkk.
23:22	Ku giñ ci asamaan, giñ nga ci jalu Buur Yàlla ak Ki ci toog.
23:23	«Yéen xutbakat yi ak Farisen yi, naaféq yi, dingeen torox! Ndaxte yéena ngi sàkk asaka ci naana ak anet ak kumin, te sàggane yi gën a màgg ci yoonu Musaa, maanaam njub, yërmande ak ngëm. Loolu ngeen war a def, waxuma nag ngeen bàyyi la ca des.
23:24	Yéen njiit yu gumba yi! Yéena ngi segg wallax-njaan, tey wann giléem.
23:25	«Yéen xutbakat yi ak Farisen yi, naaféq yi, dingeen torox! Ndaxte yéena ngi setal bitib kaas bi ak ndab li, waaye ci biir dafa fees ak càcc ak ëppal.
23:26	Farisen yu gumba yi! Jëkkleen a setal biir kaas bi ak ndab li, ngir biti bi itam set.
23:27	«Yéen xutbakat yi ak Farisen yi, naaféq yi, dingeen torox! Ndaxte yéena ngi mel ni bàmmeel yu ñu weexal. Ci biti am nañu melo wu rafet, waaye ci biir dañoo fees ak yaxi ñi dee ak tilim ju nekk.
23:28	Yéen itam, ci ngistal dangeen a mel ni ñu jub, waaye ci seen biir dangeen fees ak naaféq ak lu bon.
23:29	«Yéen xutbakat yi ak Farisen yi, naaféq yi, dingeen torox! Ndaxte yéena ngi tabax xabruy yonent yi, tey rafetal bàmmeeli ñu jub ñi.
23:30	Te yéena ngi wax ne: “Bu nu fekke woon sunu jamonoy maam, dunu ànd ak ñoom ciy tuur deretu yonent yi.”
23:31	Seede ngeen nii ne, yey ngeen seen bopp, te yéenay doomi ñi doon rey yonent yi,
23:32	di aw seen tànki baay, ba yées leen sax.
23:33	Yéen ñi mel ni ay jaan, te fees ak daŋar niy co, naka ngeen di mucce mbugalu safara?
23:34	Moo tax maa ngi leen di yónnee ay yonent ak ay boroom xam-xam ak ay xutbakat. Ñenn ñi dingeen leen rey te daaj leen ci bant; ñeneen ñi dingeen leen dóor ay yar ci seeni jàngu, di leen fitnaal ci dëkkoo-dëkk.
23:35	Noonu deretu ñi jub, ji ñu tuur jépp ci àddina, dina xëppu ci seen kaw, li dale ci deretu Abel mi jub, ba ci deretu Sakariya doomu Baraki, mi ngeen rey ci diggante bérab bu sell bi ak saraxalukaay bi.
23:36	Ci dëgg maa ngi leen koy wax, loolu lépp dina dal ci niti jamono jii.
23:37	«Yerusalem, Yerusalem, yaw miy rey yonent yi, tey sànni ay doj ndaw yi, ba ñu dee, aka maa bëggoon a dajale say doom, ni ginaar di uufe ay cuujam, te nanguwuleen!
23:38	Kon nag Yàlla dina bërgël seen kër, ba mu gent.
23:39	Ndaxte maa ngi leen koy wax, dungeen ma gisati li dale tey, ba kera ngeen ne: “Yaw miy ñëw ci turu Boroom bi, ku barkeel nga!”»
24:1	Bi Yeesu waxee ba noppi, mu génn ca kër Yàlla ga, dem. Noonu ay taalibeem ñëw ci moom, ngir won ko tabaxi kër Yàlla ga.
24:2	Waaye mu tontu leen ne: «Du gis ngeen yii yépp? Ci dëgg maa ngi leen koy wax, lii lépp dina daanu, ba doj dootul des ci kaw doj.»
24:3	Noonu bi nga xamee ne Yeesu toog na ca tundu Oliw ya, taalibeem ya ñëw ci moom cig wet. Ñu ne ko: «Wax nu kañ la loolu di am, te luy tegtale ne, yaa ngi ñëw te àddina di tukki?»
24:4	Yeesu tontu leen ne: «Moytuleen, bu leen kenn nax.
24:5	Ndaxte ñu bare dinañu ñëw ci sama tur ne: “Maa di Kirist,” te dinañu nax ñu bare.
24:6	Dingeen dégg ay xare ak coowi xare; wottuleen, buleen ci tiit, ndaxte loolu war na am, waaye booba muju jamono ji jotagul.
24:7	Xeet dina jóg, xeex ak weneen xeet, réew xeex ak meneen réew. Dina am ay xiif ak ay yengu-yenguy suuf ci bérab yu bare.
24:8	Waaye loolu lépp mooy ndoortel metit yi, mel ni jigéen juy matu.
24:9	Bu boobaa dees na leen jébbale, metital leen, rey leen; te xeet yépp dinañu leen bañ ndax sama tur.
24:10	Bu loolu amee ñu bare dinañu dàggeeku, di booleente tey bañante.
24:11	Te it ñu bare ñuy mbubboo turu yonent dinañu feeñ, nax nit ñu bare.
24:12	Te gannaaw lu bon day law, mbëggeelug ñi ëpp dina wàññiku.
24:13	Waaye ku muñ ba ca muj ga, mucc.
24:14	Noonu xebaar bu baax bii ci nguuru Yàlla, dees na ko yégle ci àddina sépp, ngir mu nekk seede ci xeet yépp. Bu loolu amee muju jamono ji jot.
24:15	«Dina am bés bu li ñuy wax: “Lu araam luy yàqe” dina tege ca bérab bu sell ba. Mooy li ñu doon wax jaarale ko ci yonent Yàlla Dañeel; ku ko jàng, nanga ko xam.
