1:1	Xebaar bu baaxu Yeesu Kirist, Doomu Yàlla, nii la tàmbalee.
15:36	Noonu kenn daw, jël aw sagar, capp ko ci bineegar, mu teg ko ci bant, jox ko ko, mu muucu. Mu ne: «Bàyyileen, nu seet, ba xam Iliyas dina ñëw, wàcce ko.»
15:37	Noonu Yeesu wootewaat ak kàddu gu dëgër, delloo ruuwam Yàlla.
15:38	Bi mu ko defee ridob bérab bu sell ba ca kër Yàlla ga xar ñaar, li dale ci kaw ba ci suuf.
15:39	Njiitu xare nag, bi taxawoon ci kanamu Yeesu, bi mu gisee ni Yeesu deeye, mu ne: «Ci dëgg, nit kii Doomu Yàlla la!»
15:40	Amoon na fa nag ay jigéen, ñu leen dand, di xool. Xàmmi nañu ci: Maryaama mi dëkk Magdala, Maryaama yaayu Saag mu ndaw ak Yuusufa, ak Salome.
15:41	Bi Yeesu nekkee Galile, jigéen ñooñu ñoo ko doon topp, di ko topptoo. Amoon na fa it yeneen jigéen yu bare yu àndoon ak moom, ba ñëw Yerusalem.
15:42	Booba nag bésu Waajal la woon, maanaam bés bu jiitu bésu noflaay bi. Ca ngoon sa nag,
15:43	Yuusufa mi dëkk Arimate takk aw fitam, dem Pilaat, laaj ko néewu Yeesu. Yuusufa moomu nag, ku siiw la woon ci kureelu àttekat yi, te doon séentu moom itam nguuru Yàlla.
15:44	Bi Pilaat déggee ne, Yeesu faatu na xaat, mu waaru. Mu woolu nag njiit li, laaj ko, ndax yàgg na faatu.
15:45	Bi ko ko njiit li dëggalee, Pilaat jox néew bi Yuusufa.
15:46	Noonu Yuusufa jënd càngaay, wàcce néew bi, laxas ko ci, dugal ko cib bàmmeel bu ñu yett ci xeer. Bi mu ko defee mu béraŋ aw doj, ube ko buntu bàmmeel bi.
15:47	Maryaamam Magdala nag ak Maryaama yaayu Yuusufa xool fu mu ko denc.
16:1	Bi bésu noflaay bi wéyee, Maryaamam Magdala, Maryaama yaayu Saag, ak Salome, jënd cuuraay, ngir dem xeeñal néewu Yeesu.
16:2	Kon bés bu jëkk ci ayu-bés gi, ñu njëlu dem ca bàmmeel ba,
16:3	di laajante: «Ku nuy béraŋal doj, wiy ub bàmmeel bi?» Doj woowu nag bu réy-a-réy la woon. Noonu ñu xool, gis ne doj wa deñ.
16:5	Ñu dugg ci bàmmeel bi, gis ca ndeyjoor waxambaane wu sol mbubb mu weex, ñu daldi tiit.
16:6	Waaye mu ne leen: «Buleen tiit. Yéena ngi seet Yeesum Nasaret, mi ñu daajoon ci bant bi. Nekkatu fi, dekki na; gisleen fi ñu ko tëraloon.
16:7	Kon nag demleen, ne Piyeer ak taalibe ya: “Mi ngi leen di jiitu Galile. Foofa ngeen koy gise, ni mu leen ko waxe woon.”»
16:8	Noonu jigéen ñi génn, dawe bàmmeel ba, tiit bay lox. Te waxuñu kenn dara ndax seen tiit.
16:9	Bi Yeesu dekkee nag ci suba teel ca bés bu jëkk ca ayu-bés ga, mu jëkk a feeñu Maryaama mu dëkk Magdala, mi mu dàqe woon juróom-ñaari rab.
16:10	Maryaama nag dem nettali ko ñi àndoon ak Yeesu, fekk ñuy naqarlu, di jooy.
16:11	Bi ñu déggee ne, Yeesoo ngi dund te Maryaama gis na ko, gëmuñu ko.
16:12	Gannaaw loolu Yeesu feeñu ñaar ci ñoom ci jeneen jëmm, ñuy jaar ci yoon wi, jëm àll ba.
16:13	Ñu woññiku nag, wax ko ña ca des, waaye ba tey gëmuñu leen ñoom it.
16:14	Gannaaw ga it Yeesu feeñu fukki taalibe yi ak benn, bi ñuy lekk. Mu yedd leen ndax seen ngëmadi ak seen dëgër bopp, ci li ñu bañ a gëm ñi ko gisoon, bi mu dekkee.
16:15	Mu ne leen: «Demleen ci àddina sépp, yégal xebaar bu baax bi mbindeef yépp.
16:16	Ku gëm te ñu sóob ko ci ndox, dina mucc; ku gëmul, dees na ko daan.
16:17	Ñi ma gëm dinañu ànd ak firnde yii: ci sama tur dinañu dàq rab yi, di wax làkk yu bees,
16:18	di jàpp jaan ak seeni loxo; te bu ñu naanee lu ñu tooke, du leen wàññi dara, te jarag ju ñu teg loxo, mu wér.»
16:19	Gannaaw bi Boroom bi Yeesu waxee ak ñoom, mu yékkatiku, dem asamaan, toog ci ndeyjooru Yàlla.
16:20	Taalibe ya dem waareji, te loxob Boroom bi ànd ak ñoom, di dëggal kàddu gi ak firnde, yi ci ànd.
